moviegen-8000iter, 0, 4.728437423706055, 4.7313947677612305
moviegen-8000iter, 200, 2.42744517326355, 2.4588558673858643
moviegen-8000iter, 400, 1.996799111366272, 2.0387682914733887
moviegen-8000iter, 600, 1.7395950555801392, 1.779502272605896
moviegen-8000iter, 800, 1.6143217086791992, 1.663177490234375
moviegen-8000iter, 1000, 1.5395185947418213, 1.5935699939727783
moviegen-8000iter, 1200, 1.4938416481018066, 1.553774118423462
moviegen-8000iter, 1400, 1.460728645324707, 1.5163302421569824
moviegen-8000iter, 1600, 1.4273203611373901, 1.4904289245605469
moviegen-8000iter, 1800, 1.4111324548721313, 1.4731155633926392
moviegen-8000iter, 2000, 1.390499234199524, 1.457060694694519
moviegen-8000iter, 2200, 1.3770145177841187, 1.4435113668441772
moviegen-8000iter, 2400, 1.365920066833496, 1.4354219436645508
moviegen-8000iter, 2600, 1.3692134618759155, 1.4361560344696045
moviegen-8000iter, 2800, 1.3548237085342407, 1.423753023147583
moviegen-8000iter, 3000, 1.3509372472763062, 1.4175442457199097
moviegen-8000iter, 3200, 1.3502283096313477, 1.4191088676452637
moviegen-8000iter, 3400, 1.3385815620422363, 1.410139799118042
moviegen-8000iter, 3600, 1.313301682472229, 1.3863605260849
moviegen-8000iter, 3800, 1.3015758991241455, 1.3769712448120117
moviegen-8000iter, 4000, 1.2934002876281738, 1.3657084703445435
moviegen-8000iter, 4200, 1.284324049949646, 1.3607631921768188
moviegen-8000iter, 4400, 1.2806189060211182, 1.354324460029602
